period,g,gdp_index
1985Q1,-0.01721253875745377,98.29347507018446
1985Q2,-0.003346272852231071,97.96510799233336
1985Q3,-0.0020628266296448027,97.76323124873844
1985Q4,-0.007323341069640598,97.04989296013011
1986Q1,-0.023080336991149836,94.83560033131873
1986Q2,0.001113745536040326,94.94128189810786
1986Q3,-0.002040220685812632,94.74777819309425
1986Q4,0.006649851606366194,95.37993640774177
1987Q1,0.015342734322034125,96.85460926060452
1987Q2,0.015592580319207386,98.37665803096777
1987Q3,0.01081535932118485,99.44641139230536
1987Q4,0.01699539229417475,101.15098609465332
1988Q1,0.01869727045711772,103.06002473009566
1988Q2,0.020338749414230754,105.17759814865259
1988Q3,-0.001346434826982091,105.03607866224942
1988Q4,0.0004023755932487773,105.07835112084611
1989Q1,-0.001571981791580618,104.91329962915323
1989Q2,0.03357411676119388,108.49546859515269
1989Q3,0.015140786118270206,110.15067421680955
1989Q4,0.025145027505606356,112.95553228170827
1990Q1,0.0007614416040870216,113.04157407714352
1990Q2,0.0013849861987859776,113.19824356462493
1990Q3,-0.008634874438338597,112.2249989146507
1990Q4,0.0026119872740227755,112.5185123434393
1991Q1,0.024439568798842792,115.30229493036288
1991Q2,0.008302639194004409,116.26359341850457
1991Q3,0.01704680747808192,118.26250564244532
1991Q4,0.02126767301323049,120.8046104506952
1992Q1,0.02203668555980036,123.49629261612208
1992Q2,0.013755441494741717,125.2067759001215
1992Q3,0.010326605495595614,126.50643586861163
1992Q4,0.011520973561041845,127.97234128588771
1993Q1,0.01283172652342115,129.62502810787473
1993Q2,0.012981977714761296,131.31878772120183
1993Q3,0.019281005540155424,133.8753129835947
1993Q4,0.013376326347307713,135.67810333551134
1994Q1,0.017155111266952565,138.02575583920645
1994Q2,0.016621134123107333,140.33907215325908
1994Q3,0.002093101345103713,140.6331236864284
1994Q4,-0.0031105666392775297,140.19635463529946
1995Q1,0.009118317553142697,141.48055549451848
1995Q2,0.014403345947088694,143.53309511495763
1995Q3,0.02302572467484316,146.87639184760877
1995Q4,-0.005836859316603476,146.02159211120767
1996Q1,0.00821882805639067,147.22666382443845
1996Q2,-0.015015403632318552,145.0325103167113
1996Q3,-0.0030696266973543416,144.58799724469472
1996Q4,-0.021341054194536038,141.5350296031328
1997Q1,0.007812292055162962,142.64507293611814
1997Q2,0.00031805186737470306,142.69044868347538
1997Q3,0.02690478677386527,146.58161556632524
1997Q4,0.02055440132433539,149.62569031462755
1998Q1,0.023710032265382472,153.21571184219306
1998Q2,0.022590050251334964,156.71625230220945
1998Q3,0.03427087918802876,162.18014753317374
1998Q4,0.021839055711311055,165.76096735232898
1999Q1,0.0045023770276821085,166.508968351495
1999Q2,-0.004607633013492255,165.7435209364874
1999Q3,-0.0064755589643310605,164.67370655512352
1999Q4,0.002288721133943682,165.05103037731465
2000Q1,0.009650708125453983,166.65160059272114
2000Q2,0.007230903772608182,167.86100957053958
2000Q3,0.010167797694699648,169.57649292105808
2000Q4,0.0256135923199789,173.97605990777683
2001Q1,0.00011854108435986263,173.99668444097404
2001Q2,-0.000454879320236295,173.91755494598203
2001Q3,0.015035152608966535,176.55218835264586
2001Q4,0.0018569677719231393,176.88034467003274
2002Q1,0.01630610152719429,179.78821712952032
2002Q2,0.008905044498385067,181.39638899706756
2002Q3,0.003603219341185215,182.0511789417812
2002Q4,0.00486598851524284,182.93919667755537
2003Q1,0.009160860994936128,184.62277697737943
2003Q2,0.006167499842607863,185.7649565008232
2003Q3,0.023282217847280854,190.14071774042952
2003Q4,0.013037083843630472,192.6358273562054
2004Q1,0.023486599569202515,197.21373722691192
2004Q2,0.027740683074085615,202.76117005151062
2004Q3,0.016857451483174166,206.20817890184404
2004Q4,0.02740002058149034,211.93640564007467
2005Q1,0.03717253488854975,219.962876990926
2005Q2,0.030179519029531636,226.7024376455976
2005Q3,0.028993321988815744,233.37150647710888
2005Q4,0.002165656208204622,233.8774565881837
2006Q1,0.012177835622319713,236.74299039707006
2006Q2,0.02240968194075786,242.1082174999066
2006Q3,0.03481959249194362,250.68681184244133
2006Q4,0.01820984722082793,255.29359751845976
2007Q1,0.01653162226768232,259.54909304577126
2007Q2,0.02560205380076863,266.27987618036633
2007Q3,0.011185459472023013,269.2750589630753
2007Q4,0.01726104967475644,273.96337535910845
2008Q1,-0.015345435642660537,269.79138042294505
2008Q2,0.003617416278578564,270.7690954893321
2008Q3,-0.00928481424297254,268.26668989772435
2008Q4,-0.01608375423329007,263.98646767902204
2009Q1,-0.006166100495050179,262.3637087787544
2009Q2,-0.0030305077363413516,261.5698170846158
2009Q3,0.0034790905265080943,262.48142702449246
2009Q4,-0.018531169304705022,257.6621307714645
2010Q1,-0.015038916242836056,253.8161636428738
2010Q2,0.01574898986944758,257.8451548276893
2010Q3,0.012839925457149463,261.1772133085932
2010Q4,0.0008109175408150763,261.38909238874686
2011Q1,0.012569845903934333,264.6954496679217
2011Q2,0.008967451273964984,267.07976786596316
2011Q3,0.01735752012874388,271.75607747443263
2011Q4,0.010247692731217773,274.55526838196516
2012Q1,0.02918808633604054,282.68711039803327
2012Q2,0.02155350425710482,288.84614418432295
2012Q3,0.01927115158175937,294.46652366614774
2012Q4,-0.003568704181176781,293.4175326345623
2013Q1,-0.0062549152024920064,291.5879587288386
2013Q2,0.012370709273389888,295.2175123833098
2013Q3,0.0027212566559141494,296.0219690739545
2013Q4,0.015884869275796486,300.7617853708907
2014Q1,-0.004450415307311894,299.4262445773484
2014Q2,0.0015578506203207455,299.89306946551295
2014Q3,0.014306676055772176,304.2143805533983
2014Q4,0.013043848720200188,308.2084996238559
2015Q1,0.007624659869871073,310.56746633360837
2015Q2,0.01762808047186383,316.0907137187714
2015Q3,0.031660164252696694,326.25830210346265
2015Q4,0.02556632724452634,334.70707041162643
2016Q1,0.03342923474530066,346.08519302426055
2016Q2,0.03164309592296325,357.2115071275909
2016Q3,0.015252201505649288,362.70153005431507
2016Q4,0.015276465455991576,368.2848656842833
2017Q1,0.027653918675841063,378.61151345732355
2017Q2,0.006816899589261797,381.20128721280867
2017Q3,-0.0031826009374036745,379.99000417646755
2017Q4,-0.0023112292752535766,379.1127742847121
2018Q1,-0.01949534676499908,371.79341780330424
2018Q2,-0.006433937077485249,369.40900116598687
2018Q3,0.0095123592458061,372.93971839602335
2018Q4,0.010485945907650908,376.87091926856925
2019Q1,-0.0058602556833264995,374.66881806225246
2019Q2,-0.020467649682890953,367.0781742566791
2019Q3,-0.0030660292520290765,365.9544254403181
2019Q4,0.010468340443460778,369.80548287427865
2020Q1,0.02201616285818482,378.03746644790056
2020Q2,0.013230169861261444,383.07219808164257
2020Q3,-0.005992246314850291,380.7835988874699
2020Q4,0.0039062012684847615,382.27392512658514
2021Q1,-0.0020204140204710033,381.50235323839695
2021Q2,-0.013582322896069313,376.35569599219696
2021Q3,0.009849936572401186,380.08109306866226
2021Q4,-0.007815884026979046,377.12200234309813
2022Q1,0.01011960825529721,380.9577044392248
2022Q2,-0.0009020198698773442,380.61422795483355
2022Q3,0.008305611355434242,383.78862621939186
2022Q4,0.015470615511943082,389.77223823125524
2023Q1,0.019419851127688476,397.4155326830818
2023Q2,0.009251791792363757,401.10939954185267
2023Q3,0.016842956171239494,407.92248274564236
2023Q4,-0.004290978331496997,406.1758462808558
2024Q1,-0.01818120453161695,398.85780711143235
2024Q2,-0.014476157807538761,393.12546976787377
2024Q3,0.0035542762554458818,394.52523238841775
2024Q4,0.010452319973799938,398.67056277482425
