income,px,py,x,y,utility
10.906654004697955,1.7848591120974397,4.407946975989384,3.0553263086074143,1.237158031177304,1.8952748539847692
33.54875742854396,3.921940590048482,3.746674354966824,4.277060890936295,4.477138156411918,4.3756703706780185
25.292691736229706,3.742510911542216,3.132323558320001,3.3791072803856004,4.037368947573739,3.6899486919271998
18.829101257829084,3.6008570217305524,4.183960384194258,2.6145305331756714,2.2501529088276935,2.423802212633597
9.767559867500342,4.006298707437527,3.8691614778446857,1.2190254123297486,1.2622321300662485,1.2403936403888194
48.55492840737776,3.1990531987847706,1.6872269347411817,7.588952947988235,14.388973826696887,10.317080102819723
22.6496710197307,1.093409115170187,4.579632124273959,10.357363362662896,2.472870135100809,4.748210057404958
37.84497073456723,3.639666336093869,2.9616821180677344,5.1989615585453475,6.389100724837091,5.755745102172228
47.03492570915273,2.0985566736220513,2.6471063311451632,11.206494039537121,8.884215408303032,9.96122323071209
38.32339931896447,2.5126074759481787,4.747389901213669,7.626220905138084,4.036259936135338,5.478423578808056
29.992683184915226,3.086867874669749,2.787936401539353,4.858109320296713,5.3790113663200545,5.110272710170156
46.03424756128035,2.189408222404082,1.4799918060513453,10.512942970208725,15.552196766582398,12.725582877452343
42.94751185278384,4.3731776244523,2.903052555030447,4.910332433405632,7.396957347252263,5.9952132143972765
44.67909457266456,2.533439749270583,4.025947768767739,8.817871943772962,5.548891483301574,6.948242861966208
14.500882697961018,4.305955974288206,4.491074805156227,1.6838168788242291,1.6144111740593228,1.6486575674645296
27.215309121994842,2.1255753273197278,3.807338358573976,6.401868889848365,3.5740596919508136,4.732899306898493
23.602237588042744,2.918618142447564,1.010147123975261,4.04339252963216,11.682574264608197,6.636031630072301
143.73989518611143,2.586076813001097,3.3780803744106933,27.791110933650845,21.275381171353402,24.261804277947594
23.75246671766155,2.280993800025828,2.70774098251276,5.206604839827404,4.38603006547906,4.774346678458551
62.09911404947423,3.306338903045797,2.2038149536547076,9.390917850597313,14.089003694818354,11.443578457101939
14.288376757095765,2.7935718496857547,3.4912937205044168,2.557366970658558,2.0462868353326917,2.284048152882409
27.118421845384262,2.8869321722819046,3.2314922764863443,4.696754240670153,4.195959563745356,4.437537549073936
16.177665580215187,4.033094411138462,4.732892691606826,2.005614539488124,1.7090674387044724,1.8499326214269045
36.46931509396021,3.830447418449809,3.995947552482824,4.760451079200485,4.563287507527536,4.660566259280913
81.9966799550534,1.034079527289816,3.3835009415321444,39.64718273165881,12.117135678691875,20.97997479146877
21.203001243105145,2.084360494193158,3.860171288607532,5.086212606258565,2.74638088025799,3.6934199575865723
49.14496471564206,3.9513447191391187,3.13563123902909,6.2187645230747295,7.836534491673708,6.969290507053786
48.77478427842176,3.810903405108597,4.514192867211538,6.399372943045227,5.402381523471597,5.874515986422017
45.61070522433689,1.3279778873886756,1.1016471260136131,17.17299122880178,20.701141112845455,18.83416311731314
29.572797509846076,4.753621309016813,4.962643371087142,3.1105546264015076,2.9795408715182075,3.0441668954694507
30.644225318703548,2.2446400166789275,1.8705652142265539,6.826089059047299,8.191167323555304,7.469780808443739
35.44150321683259,1.3237133361803886,1.1324320796216107,13.387151979257089,15.648401283666814,14.462671225076392
36.72882933487871,1.1766318940633984,3.0978522155456396,15.607612508292128,5.928111927122625,9.34198032928004
35.81281257922362,1.2487617953681767,2.0501772182443094,14.339329050607608,8.734077293545456,11.10552907272278
48.88647797140006,1.8342226724751152,3.192840103173769,13.326211344185449,7.655641433907947,10.00409338003729
31.087045184869883,3.976047796116156,4.98634682927391,3.909289673936519,3.1172164962897937,3.48527269713026
43.525518778031625,2.4310084872188713,2.495461250489079,8.952152780804521,8.720936614323538,8.835599352845854
38.558590840493046,1.1150191350667105,4.630662592176399,17.29055117883072,4.163398873590854,7.966338004772255
18.899334582629056,4.555012775814079,4.322509593467858,2.0745643879397613,2.1861529944536824,2.1294452676950413
20.95011497476154,3.580688951144087,2.9473878293009865,2.925430728640594,3.5540139588162285,3.2206266773472856
43.97758373975498,3.72481350183303,2.2642250086353486,5.903326934101939,9.7113987284904,7.513262417292057
42.191102539923996,3.484576786000039,2.775979893176496,6.053978019573985,7.599317027409302,6.771834655848929
56.89472242453545,2.1938423690546847,3.782795821165479,12.966912123465619,7.520194733508799,9.783801416716182
10.832099667085993,2.2134734357625505,3.4664786226695017,2.446855582740321,1.5624068177210189,1.942995316464257
45.0090187220211,4.251220593362614,3.706792079804229,5.293658342770216,6.071155024750972,5.665767571324444
9.912128585715712,2.2644566474431964,4.436911200409801,2.1886328883592276,1.1170077716227687,1.5416352585112831
32.197981232439865,4.641608500263414,1.4163198961694237,3.468407689986414,11.366775726134495,6.00940384478527
9.58009930415335,1.096940470607783,3.4128490358275365,4.366736190727512,1.4035339980736063,2.3782866064637815
64.98399167378881,2.5147151837191366,1.3438967373932154,12.920745875022071,24.177449749539395,17.459270244277004
21.554730214793942,4.030214845596177,2.425722519042415,2.6741415830903947,4.44295051177225,3.419260457841691
98.22767927707606,4.0708055931254705,3.322940343252226,12.06489440848723,14.780235142731863,13.336542962564794
36.785376808559114,1.0882036762922018,3.8507786996134343,16.901880415390913,4.776355599485873,8.549301068839982
50.48324909467226,2.185746640460336,1.720923403200684,11.548284728014059,14.667488686823676,12.991547417193742
