x,y,t
-0.1738686161641403,0.9016385098200448,0
0.1752337455026418,3.531688504239979,1
-0.020680740722119673,1.7018528868036409,0
-1.0257077402333281,1.7776389635831686,0
-0.38596719602978835,2.0317994552816403,0
-1.196827281951803,0.8326099575592308,0
0.12676003893349375,3.2053068845521793,1
-0.7636092827208962,1.5732719424649728,0
-1.1612375350984068,1.3083966548419035,0
-0.12045172312091745,0.881495080992319,0
1.672842357108625,4.32058333000969,1
-1.6447606608168073,1.1703337559626765,0
-1.8538593706523048,0.8398728540863475,0
-0.22038016833975727,1.2204555792082294,0
-0.29701599493002107,2.628397509974863,0
-0.5574976497375457,0.9606345543524036,0
-0.43096571687065355,1.6923035271887956,0
-0.49296112849276597,2.422694037962902,0
-0.7910608704132907,1.0707381910426745,0
-1.8923133119704074,0.2343994194161927,0
0.704837454661813,3.6344368217114997,1
-1.2082004913933364,0.7333435719780996,0
-0.2333439372327426,1.9109326916067555,0
0.9901151183791024,4.6927795680981,1
0.06482913805336477,3.9181257085228705,1
-1.1825248853828159,0.6254239004367057,0
-1.594955696954473,0.8462905365277454,0
0.057215539576745744,2.6572707902383055,1
-0.6420010287488163,1.0341482836858915,0
-0.4651353558182909,2.0619912627501438,0
-0.28506756472812933,2.0084003641014365,0
1.144571356104736,4.2065666339300005,1
-1.4670287261629298,0.28562812475682686,0
-1.7488813194895818,0.929038188723883,0
-1.1512435707301614,1.2206672827721214,0
0.2501803719059681,4.016063519816467,1
-0.13710044415797595,0.9703351152998094,0
1.499198694877876,5.115106121803139,1
0.26961166738405096,3.386721021463193,1
-1.921415968823423,-0.10910361321578932,0
-0.8656377120295602,0.8335642222998331,0
-1.2583817883610586,1.2214782272596691,0
-0.15374603054861824,2.418970228074518,0
-0.36261240963175156,1.4958501910175719,0
-1.9277342683880985,-0.23956420799090683,0
-1.9715150859401787,1.2024408942429496,0
0.2442740572699278,3.058326289714945,1
1.8975702127874556,4.129982300175147,1
0.2990579585590418,3.3256258097099987,1
1.655379963007357,4.9269123809716096,1
0.21875186434168326,4.574208285073016,1
-1.6763718308985602,0.37687901000770485,0
